"V1","V2","V3","V4","V5","V6"
0.261570214990797,2.50386322072927,7.07979610326493,1052.55468819971,2352.2872930707,3986.13415309001
2.14567164294363,3.03891956224425,5.33881819822591,772.609283140279,2065.06637101357,3594.16754841806
0.0213186905457405,0.152532063872968,2.23434175610964,562.001934380037,1447.97304350237,2544.24187262799
0.0292280049654892,0.088623342302526,5.17287470450447,473.41111618322,1175.81471945777,1991.6505673623
0.926712155117229,1.36910829271847,2.6295024129754,831.62955397219,2370.97045820462,3822.96658474791
0.275757964954664,4.23604236091569,6.46103283450884,646.997808499318,1822.61145790389,3067.85638466448
0.0585083340934034,0.73405151346833,1.74770263128175,854.624657292366,1717.78880504492,2343.68857538408
0.176661829020304,0.24629188159588,1.00856803201532,761.020396238859,2079.39535032435,3211.77672530073
0.449309052064564,0.990900932123623,2.21465265600818,471.538356749065,1345.20833087517,2220.12729262973
0.752429877435588,1.0064001263886,1.31300917154022,604.798859232954,1635.76704154037,2930.02726016804
0.317738946430836,3.27684155426959,4.13272432376925,631.037064675692,1474.17362962253,2542.78613994104
0.677597051469093,4.14410212759094,6.57365396629075,807.72789134603,2198.96829921062,3354.16415938339
0.822887674276672,5.68029542516206,5.76349885782111,1060.60038816071,2225.41652560971,3879.00660142942
0.191239539312846,0.198944294367266,0.248529229999804,728.128815575754,1782.56611129122,3449.45461737015
0.797072259692413,0.97837375533436,2.4650814744291,883.085075450264,1775.16226101552,2988.83946817495
0.0161295889845405,3.3137735826831,5.93570049556502,1000.23244293098,2147.44520902174,3044.48577412609
0.0821717806750257,1.0783312617159,1.5483116965288,437.181558238798,1316.23318990614,2049.31510263895
0.368452029085347,2.94283551300032,3.87556140293145,667.456817854185,1983.2889393028,2979.60615418256
0.199870228932923,1.83890691167744,2.94683890798069,650.016410576229,1441.15240660742,2360.76441354509
0.114072469711573,1.42695075095662,3.80035651485969,718.183311565167,1861.09657717993,2862.10768861377
0.120109204754499,2.95400367022739,4.44844501787702,974.660731518735,2506.15073098013,4129.72554757188
0.553977720254352,1.68040815161203,3.12414677406696,580.401948514155,1866.48595390133,3073.30052357532
0.0394428169929597,1.06564739662144,2.21969874683828,759.155208028532,1721.66898749489,2665.85131857652
0.64032191585602,1.53102454501686,1.97219091244187,677.679559278468,1510.49954972564,2367.91809725509
0.056179862237741,0.184794801230055,0.364250481631643,466.564787353783,1236.14123718744,2090.95486438159
0.00551459843109114,0.615912280376051,0.629508920484113,797.171668015802,1866.7408423626,3066.86490570414
0.000789705925853923,2.02695057908795,4.44013398438938,519.084120468909,1507.6012219718,2706.88151358736
0.428226094953288,3.7051196155212,9.90660910625729,508.45225244645,1019.68065524316,1657.29445474558
0.303798333460236,3.83015571342366,3.97073065463928,824.588126056121,1840.66570873798,2684.72827750604
0.286733365789814,0.957824468146555,1.01991549751938,664.857963549989,1605.9333926545,2383.01221925619
0.00918255006945401,3.18530593620699,7.57198687147411,732.09508523126,1932.48050813772,2897.81824854831
0.268533382972237,1.08562270971925,1.29867826584132,717.456145926415,1624.00261568106,2716.8904313848
2.36025132748864,4.35514845241823,4.90664928167325,993.68281039075,1968.00862921173,3168.30869509907
1.68492654153556,1.84711022766669,5.00838176943944,728.895002080111,1821.92242294693,3056.59117661212
1.41618313316394,3.34599108416887,4.8597693348579,407.453893245769,1085.06823599796,2021.67416190742
0.283995332800259,0.738557366202258,2.46340790947579,654.412484290411,1845.05536787184,2624.93531130241
1.98806628039392,2.27823004857646,2.39905844299028,938.819140707034,2479.07784907802,3741.32941319559
0.156353164211168,0.176230564696652,4.98484164083038,715.968141833072,2126.35975116313,3668.525713381
0.95102565889988,6.91045039441769,8.80552864084075,575.68920123776,1344.63033159522,2606.15662151587
0.643166745548115,5.66112884552012,6.94768856340488,586.771825235554,1307.73956532605,2183.13265106522
1.05215244220926,1.88925517325924,4.30364825794868,652.800118400712,1268.44190909791,2092.25451698549
1.81822812602923,10.8440108079362,13.2285581985811,523.266178309727,1475.22448512275,2391.01988078982
0.111249148839988,6.15680506485069,11.2144152417727,814.913313838291,1881.18129458044,2910.75066001694
3.79830227951811,4.30351625728827,4.6300192260428,490.448530665848,1428.56114758681,2274.24415832634
0.0956668584765339,0.430690803684229,0.555670941399512,628.91001585467,1384.11045108403,2313.40958361829
0.120210839875881,0.371964772680258,2.35860949435937,527.149424452164,1225.30704228294,1838.08947697112
0.920800170451457,1.20382923497709,2.1371741559874,654.221163914711,1487.545992205,2121.15039403491
0.145185336850773,0.25622399601707,7.73808777043314,465.488808820332,1163.51954123898,2152.66235586709
0.0111226651742982,1.43051153944134,1.51685918959174,754.633257681315,1569.22850568654,2748.86325988734
0.0914700151495254,5.01650671546122,10.5164622069833,583.021524729473,1643.86588956891,2956.81747876539
0.00194742698568007,6.5905778465617,12.5985429825714,909.544419001317,2282.19653283641,3861.18492698824
0.33518597043053,0.937530449998576,2.2506052813178,680.028198698336,1648.78064170599,2598.40052880316
