"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,423.513934207053,0.0298351482060752,0.0923261924046983,392.382755777927,0.148487657193073,0.271341047996657,595.348869559973,0.395436123544414,491.955002295029,424.723622973796,1.49451547762874,313.502272552089,2.36902762627278,570.917852314432,327.125439758525,0.87524915406334,0.289875348938835,389.670263621953,0.129353795284828,4.73602708552789e-05,473.737706898614,0.27125527024009,443.637492719503,0.168014782191221,374.131222707326,0.425984379071906,0.147636403250317,0.07303966271229,0.150001499067344,0.0402631752172056,0.582902585487318,0.613338048321111,675.486871395873,491.058898519301,0.151319803289994,480.442604913649,0.110524808278797,0.0216675876574755,453.063348039184,532.994274685636,423.219010094466,0.299892756726877,331.178956139258,0.44063135449403,3.01164500061282,0.588712033168463,483.587930309102,0.653235123375794,0.637597508034219,0.0508616473406391
1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,508.028850777676,0.00739910043398595,319.054382588973,0.939057195017085,0.41970945000935,253.018836364377,0.195718842350743,335.05778895857,0.269702722318812,0.000479184297546453,302.549172318245,466.437319919548,452.799978773744,282.341854557197,728.035574966502,659.024274553498,488.618975340924,3.81536452045475,0.146510531568993,1.80879594719954,626.941457151038,0.764328763094909,0.0228202522798711,3.18336085528836,0.00161571380044734,0.80927261393299,2.89302361906857,2.2826663915173,432.64713510494,4.77969280567538,0.076280491480702,363.138953359601,352.775370493081,0.061381377425505,0.00292009836368834,5.63388705959312,385.866492927773,1.96966071504858,0.000755049509734818,0.868323738758818,0.106450793741033,0.279003901816168,0.376478271931205,573.687702526954,391.404591950686,513.289580800573,0.00213718492273074,507.66710797406,0.901569977421786,0.237011772832602
0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0.939784027830569,488.056249771162,0.0406481790669204,0.329002842059708,378.122874603476,0.245903964880767,1.27904805847163,632.414782704233,397.303763345397,507.03448811789,1.31260096763845,386.877408321212,1.58082533538845,1.61134888780248,0.230393544002482,0.470073928900547,1.13040232533876,0.037260989015067,0.686977722734582,315.889086684904,0.618109869041973,0.103632839511306,0.000828685658234463,508.111263498879,0.701817514866889,4.62916341066739,0.662961005319858,0.280069525937506,288.730592598534,0.000612899842735715,231.124693752065,423.59171927924,0.268321960635262,427.831291298146,0.0133030957349547,464.70034655607,314.926141275512,0.129541936048327,408.267535803095,267.082874605603,1.89298447060946,0.995274642623372,274.653898703324,0.147408416795884,308.15097137284,234.728937089576,0.132317937878497,1.74844507732905,1.0148583857939,393.459487707969
1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,493.981600130474,440.310271517021,493.644787153732,0.0709865404860466,303.693840625837,0.00721324920220923,482.591966040064,1.49115636054114,0.268936060216447,0.318625117908368,252.66818118532,1.79001044790584,4.19120468677647e-05,2.29783933290594,375.0735705041,425.343919154533,0.135809063802753,2.96189821484131,0.229590720001283,418.170575072509,0.0349974712733001,441.942169232247,0.0948615756385607,351.645513988793,2.42894806106688,0.378176769121637,602.996909852693,0.0409674177376473,0.00235659455881887,484.434284150003,1.53947216768393,319.299068970581,0.403362648422103,2.28078285120682,329.630304229665,0.726508584720364,443.053850714897,404.504345942997,0.408007457434451,360.654247057765,0.841849536422956,0.6256409001885,4.52208313891879,468.089599184066,0.00760036178417067,0.167659477125198,412.308015395701,0.232455129569303,0.989156436044368,0.350342366375571
0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1.92569564281519,387.679350113354,637.98864626121,1.14306087541809,0.022122016411231,0.302565570165598,424.121046942166,0.6315138856354,313.790518280504,415.733671473399,333.318685662879,269.953490213223,0.125019082029439,0.0248451334097126,409.583317171856,437.811884480487,1.2277691969839,5.95056967671781,291.7767126833,0.328417010529051,397.820973472671,502.43166818132,0.497206336248041,0.0127084720729727,0.817255735147683,208.409054643849,303.287861289884,242.318382800476,1.26790397328739,614.573840895558,0.014414355556255,0.163664209123681,0.859497548045056,1.28105115939979,0.313631134631578,556.953836563546,0.0745821363871073,504.51376942452,0.386137309911419,0.0154069170463345,339.40389606649,1.17016817451122,406.370233814723,0.277282798687338,0.23564206061701,0.623465368250777,1.85182689043518,0.372354210360072,0.0689728214344996,0.453736025168496
0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0.145967507535829,425.033578381022,456.807572514671,6.31901731908397,0.201851993694618,0.0185637938034233,292.583214526954,336.875330094901,0.407850612516995,372.198353064561,0.00031580126596964,0.145519573918591,4.81349883878488,331.579225072926,4.73240903822079,0.0445889398868076,1.17785707708117,437.600980565383,1.10950861833294,0.183072935961491,415.404476850119,556.492170902679,1.56356466418742,3.53567517497822,443.751655849221,1.549349917467,302.577619560006,0.0162503956757973,0.113505195922698,612.641033032814,0.0153634116238663,4.48775368064889,278.931465729586,476.198589629538,1.77380385915455,654.599827104578,2.78713009144758,2.70210596661559,0.159878886654838,1.05302942525122,1.26212490104263,0.152838345480518,1.56793588482606,377.952838647471,494.918559461624,479.617902417799,0.581607116114697,0.11589742035062,336.27345093972,776.025960959719
0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0.019819801092126,411.293537348208,393.462995027389,0.0835585960032859,1.66249686080789,414.446478766031,0.0763324158042451,531.781769866563,1.08249681194582,0.0483573971258693,0.931951572965431,462.73600233181,0.446485979419663,0.000922175940900161,465.224732509817,577.335377287018,5.29073045471614,0.116029646557536,345.218507373599,363.98832468415,1.0156282619248,617.917063908449,0.0896533548343541,412.120144257938,0.169463171724374,422.347128012674,0.0320163390782682,489.523752328788,0.00523493086564031,0.620348427796444,495.360922995277,0.30860911712989,0.0181631716467336,0.292673701651893,0.721737012958783,0.0765752129855173,0.0354972625304981,0.649467929050616,367.74418961354,0.722334870235386,0.00513743831220381,142.526569023305,159.246313997981,586.375997790085,0.49600876593388,0.0782971237546235,0.796945674702215,452.054167704837,1.31649048338898,800.955893306945
1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,671.372271320279,0.572957012578172,362.216426320252,273.781740891345,2.00166635862729,241.277899355242,274.472828217773,0.645959642916523,239.460864967613,0.317521332209253,320.030516041404,552.530185830763,1.45416212859413,0.10263706278306,333.221917200509,6.88393684988728,0.0234611603875692,0.536841942799811,293.380758666767,0.0399981150443409,0.277826080420482,308.325182249884,0.205439869582847,0.00362492287456462,1.77116482388362,0.239100053746029,0.0761325542533768,0.479805162969797,270.043514991482,3.87076893492531,348.185832473666,364.608993398112,0.526172568533752,318.648510172348,427.953096698902,0.534717946735555,0.354784641975357,0.0944489411099312,270.87346252188,377.110989676961,1.25225462220374,364.533477451418,0.00733200535091783,0.0555565133447544,1.05225059928011,1.15758339488298,350.737209574437,1.19573376239828,0.0851815221767538,0.404521134001698
1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,686.2536323103,411.713942798144,472.206774417804,0.493563781604053,0.0401706301095146,418.144537949629,0.0193891586199015,0.989618876487611,0.272989256527012,0.0452646790490689,0.103832561006357,473.950422480635,3.5497530295678,269.881240886289,3.47285906916522,362.277727470349,0.242010159077495,388.922081179314,343.081744781394,0.491188545302862,0.85084331801886,381.1512428034,1.79780305443273,408.171475609588,1.55358073453112,335.109557452605,0.20385390488309,268.33339048705,0.307766481346448,519.614892081435,0.620241295621099,8.73854598930598,0.309692545243934,0.0639414024235521,226.793269370047,0.00810184239878708,551.982570654917,0.707543288636771,0.363154446206863,291.709356517696,0.0190029000841605,2.3192964194568,599.482139981358,601.908868561108,287.121563648899,0.0153804018874553,1.71449228347205,0.0716750067367684,3.87686077177955,0.104593259061062
0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0.0713122130558759,0.691610038037879,0.569542210376653,0.0270262199961735,4.2097290278806,518.430438415717,379.913985016555,409.551252752943,341.915362473788,382.5038637593,2.58137185467604,527.327615158453,477.233371725854,0.42243903290489,368.451146518656,0.307238784890615,0.668360648085581,0.0505748095458785,458.639381003775,1.873019297366,0.252875129008771,0.192923493031458,0.0913919537408674,424.053598878128,0.559583558592294,0.0427922490355286,0.00365872193447103,0.587377089171014,0.92425628159026,1.10899980606064,349.287961959624,1.10247161013365,353.079306772165,426.718589305399,0.805221835423026,7.40789321078262,0.154972900656503,0.0249506579755234,353.634154471555,465.931657071839,1.5182970372191,334.266983393279,239.93307756436,0.546767687987312,0.0751517880516985,400.189941420794,3.77688956299085,787.340683682918,0.0503238727662847,781.583479211796
