"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,380.398542104653,0.445684677951022,0.896498118809404,336.597900485138,0.311382845035268,3.53566419370827,284.108309422923,0.00638170464480936,407.696050114756,303.61213975026,0.954622042725532,228.880819139029,1.51921785574314,317.496701655519,275.469809921283,9.59611371327742,1.25396088936384,273.31794283209,3.69236398072235,0.373386784423474,392.965414292855,0.594100646281618,228.299259071855,2.21766058598473,315.016667611511,0.448269855405783,0.462217308156369,0.357375717762125,0.000435146953805088,0.0681045695038165,0.292507103052458,0.298243217725371,423.199993908636,284.849967622881,0.371484662217881,193.903952208819,0.779511162478229,0.0414027871099734,306.910335566751,252.753999552682,236.387852812351,1.1282104204098,380.269992836762,2.13806447278444,0.126221262306558,1.21479102182093,260.561634929594,0.0950432621206119,1.52503078146924,3.29466408857115e-05
1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,288.762906307964,0.510231617408294,260.872542100256,0.242573400605352,0.0310892776441278,406.885075206256,0.448015880381945,278.995760713605,0.517945509737729,1.02663759536995,399.925649530103,272.310069444918,205.101070879185,269.392082239542,265.81920593957,500.637872834398,437.338009135736,3.6123371928802,1.81702877424141,1.42236536916187,388.942267700985,0.77458754755412,0.684803102386581,4.02852841769504,0.699011640355138,0.174965822092076,0.358919451504562,0.755592067302814,380.134055838419,0.0233646179749485,0.235745232007616,219.344449777647,267.5378258956,0.384191728448059,1.36236423340858,0.0788183657958825,260.069869267982,1.51059511848632,0.00636282802281585,0.0305181808632824,0.00178773068330429,0.376654768642425,0.679465627288437,424.8368084566,306.142665387599,327.325161265062,0.0255625374976489,436.924381766876,0.531678837597383,0.0291549641189022
0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,5.38534111115723,343.004907183771,1.55855505471413,7.1770764808814,322.927699571845,0.44157950223439,2.90353454358421,257.45700060436,295.05497199757,226.655267901083,1.9742218481224,430.972686745942,1.02513465889672,0.771285279152721,0.0297207291218911,0.0492931558020473,0.00868079794599907,0.0348850794730424,0.456813803124419,266.227205628821,1.42239691092868,0.925564182002176,2.50876075298709,219.13273922231,0.00656743216768518,0.648602992962537,0.296205163361833,6.27893892115503,197.793309209877,0.00349971380364877,271.031788980121,377.239161670226,5.37199850131356,320.524536234786,0.0568679402400676,284.049301285675,241.937718375589,0.8901264305415,332.765017754119,314.675888170959,0.00651655801243578,2.16859804169121,376.699674903352,0.0526262680091349,218.332524902001,178.748398737263,0.478959445293526,0.0255537147859286,0.19815609038767,313.922465991489
1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,219.518852274537,275.766039363172,329.662118873398,0.117613765645956,357.675278942054,0.0123239739609744,356.265634644889,2.65330199943605,1.82209657447777,0.227972542156408,313.161592628503,0.129065304141591,0.205570173296337,0.970538052304732,288.332314854636,374.934162550504,2.19870527908495,0.405080720008641,0.0105583985429121,284.548901237894,0.151462472136814,385.130915692434,0.203706850340609,303.64145367664,0.415816734443752,0.324366841629626,338.161075598331,1.00525837672171,0.0501362341683489,273.583030380429,0.000282339741261239,378.402118386912,0.0414171109558765,0.143585028567827,353.980832984916,3.34273991041573,395.980665626238,326.808244988086,0.0918759998512542,301.713474548189,1.88858652346516,1.09890890100019,0.460866459320187,319.366571094146,2.07014477320195,0.0162155288244321,356.834763442934,1.04990475166392,0.310152096675097,0.494074097832254
0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.338829163171795,234.194611531148,171.315534868935,0.00476421638609281,2.22319431543917,0.0687076975146965,316.968584997887,4.15578668390481,257.437403910893,168.984947922762,246.15862616862,401.523759592615,1.36548790468305,0.788070645481639,303.426333718049,286.335354468664,0.550965685506412,0.00645057190376974,226.76931767353,7.80871451403482,421.564626810873,252.470340455645,0.902982762325109,0.0438213260846396,0.701652983421695,493.596671694392,390.486037112953,377.000623313413,0.175785969349818,178.562099016128,0.000705747275787871,0.109116727659512,0.964496954532024,5.56074604460866,0.000435408046087105,273.036108208977,0.00542968013326117,479.525634590366,0.0285218274271983,0.50752807845322,293.276361152372,0.198201566184935,365.067942793705,0.0128756841388622,0.0122059577448681,2.83232550207629,0.000227968928129485,1.80539089160993,2.64538484006789,0.00018300138867744
0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0.223568008762186,411.108833042549,298.091938441281,0.0359399317439966,0.830369804021757,0.0893010799277363,334.103629513539,275.091412898731,0.351633190361213,259.771830977027,0.651930886865898,1.5691106421757,2.87762619440036,447.730590143739,0.0442841104468243,2.85098206450198,0.219212076635358,287.036525116358,2.01648892150217,2.99282180574937,460.93686889649,343.606701462248,2.96325867612234,1.31258997020461,460.707934925064,1.04247032391538,375.327233535184,0.723136568509972,7.77453519009396,363.156750927959,0.323318367572256,0.286665588883011,299.76273390098,153.380230019636,0.636801478486632,318.52032791096,0.344839393335633,1.25687485638377,1.29717965082466,0.169380994936091,0.657493096732765,5.58731041920259,0.180349313258489,314.23164173229,495.543065229472,305.187774749261,0.2320060359325,3.18546084050877,509.375229777476,360.963087218341
0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0.7464666689973,485.026416742275,298.842658212143,1.34616766131626,0.583215699013635,233.548758691566,0.0799020703683482,303.959327968752,0.0455480375090929,0.806212714146341,0.0930069932536526,370.88412515955,1.99327515344669,0.302431864987739,392.597491518889,338.297180427187,0.0440361998648768,0.466043551469056,315.216886131764,360.47239716455,0.110544447476627,310.563681606986,0.635125176972679,248.645202802848,7.98335230435089,286.221159143624,4.22768530417773,190.277412659871,0.537651972931485,0.688138292822487,204.872670052161,0.860288840419798,0.560030637140812,1.52309592625636,1.31282307109836,0.0084658244354614,0.101860524725907,0.278034578595452,385.213498966186,0.0023110079853268,0.349402798319261,482.130693156777,322.527405992939,359.093879878241,0.686753711319284,2.45513973130016,1.24613338016377,278.425386633274,0.0352117740762878,268.547243933479
1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,277.515523917096,1.33591082625446,479.236205566812,610.03620899015,7.06680487820222,344.931048081992,234.739519826823,0.0902398563939641,355.715222520121,1.81990471069116,207.66955125206,283.524435567735,0.121932265408759,2.04806347874762,240.536923105244,3.78989120014512,0.130668929046692,0.160711793203063,448.155529396777,5.63379153075925,1.30673060359425,237.622812340493,1.13258629187703,0.0350017366121165,1.50186446125679,0.0668569853079362,1.28364463255207,0.926234264676168,163.468964363375,0.15761902108045,316.701887009638,394.602923815328,0.194699036103998,258.79255076812,373.318378892235,0.0842482689813551,0.486315107273526,0.255421320451774,375.029565096799,287.391589798855,3.03749904667984,200.319453232022,1.3236706145783,0.0481774297679749,2.24107703838058,1.11630886419903,436.592845797367,0.15583166122542,0.00997732515997996,3.34982691736798
1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,436.365290940585,388.895471049367,297.767183472339,0.158008231722192,0.0725452256118615,293.961322894043,0.0839728870283807,0.350822181536159,0.905286245715615,0.034638251114302,1.3800942090013,279.01670661291,2.35797364287237,348.373594088932,0.921819824780528,203.454098616507,5.02847116172029,293.301397261012,395.037734123696,0.255208200974721,1.18282727747419,389.008342988616,0.0468132036617135,386.294447087655,0.400753627722452,337.219164274064,1.66496855119988,365.560176742102,0.510678111992661,479.370060373274,0.166133674974844,1.78844628089337,0.00406104411740671,0.0690688369350028,229.239214136393,0.0105606037081998,268.137389688789,0.169188755045525,0.040033391903421,410.766632305946,1.39885875680943,0.052348208540252,494.199815290432,521.490079653224,336.356472631161,0.0755735923647762,0.277894640158138,4.25248042289718,0.910675146256267,4.45376924038703
0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,3.10388702254204,1.82018387293533,0.503368747352397,2.6785256347971,0.0763349322564864,162.336721896918,265.116256079946,240.875383705807,149.656185307638,314.722345807575,0.615634826071982,484.118656437424,493.933582719521,1.05395612918676,268.39648943236,0.0711800652373995,0.0702611659028207,5.76880643750553,520.466488356203,0.278496968055947,1.17761016307327,0.0116961038667114,0.074785359203247,314.576174311215,1.58887937811608,0.498496002367801,0.0211811737401604,0.131447597796864,0.60320598713372,2.87832571917818,267.12734430966,3.50451516065129,419.744251224197,189.603618135311,0.267421238932343,0.383579808691366,0.611274927749719,1.512156593589,226.046034783014,276.225781040412,2.85347946383285,482.330613454326,445.808299216374,0.304518182495485,0.0552104835360296,160.444185285222,0.299534807547275,361.071953704466,0.675271711111463,316.852357317708
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0.542837136098569,0.921688692537259,293.820064693165,2.73436999956073,0.702756710247968,486.294689809188,0.846354987098721,1.6898411558941e-09,6.83529423295658,0.79357632386666,0.385648695929603,215.978338662312,0.206520550254481,1.76670101327295,0.0174171728042438,297.775355587463,0.69231715497358,407.118160599419,0.0343528214084472,3.54830875783557,412.649770329782,163.577461268555,1.22899848122222,0.116455959130235,317.48081976893,0.756151750409572,0.0058794004092988,0.265695998571346,342.658282072496,259.58240608611,315.980447871946,0.98309283880883,1.00869422432993,338.966093981689,206.352726098717,1.44256377020815,216.561789012775,358.494561206098,176.705223356821,0.0658480135174386,0.488276935947624,1.14623687537505,394.226261358228,0.11362451037769,329.772576216181,277.966405033398,2.36873439313558,0.716844886891636,0.751952883112949,343.161133105656
