"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
1.02013997986501,0.990073535882909,0.980517163940853,0.0552974428511659,0.029631752349989,0.00110678088099007,0.030593268261351,0.0140209023531735,0.000253373139718729,0.0468956704054218,0.0219883184184668,0.000653532108166949,0.0513227396361472,0.0395369418845251,0.00163679810665025,0.0167308852238548,0.0080897215280479,9.7082495975958e-05
1.00813325296114,0.986614655061151,0.973577051404316,1.00560624623644,0.989789808404722,0.979813984770168,0.0473422577325079,0.0213097117801845,0.000614495270985146,0.0271961311807831,0.0133131107091325,0.000254152393065471,0.0474611566200878,0.0346751708611203,0.00126571875911481,0.0342906636468544,0.0186360828074545,0.000463569658718079
1.03594907145847,1.00972713069698,1.01978669169822,0.0387847948114952,0.0268688757325006,0.000797802754964321,0.0333213208337422,0.0160329258249646,0.000382879735902879,0.0277598842607942,0.0147143223925248,0.000322720358483375,0.0215625574208724,0.00980929633656818,0.000143768371339293,0.0476449547282842,0.0287700304183937,0.000980032922308824
0.996665780761514,0.972274617003058,0.945422034832617,1.02895473569214,0.992316268539251,0.98511122762046,0.0246935617053892,0.0138098038324923,0.000228074491809349,0.0192259489714969,0.00917443888696461,0.000117814644132517,0.0284860788593676,0.0177784519434399,0.00038697035440309,0.023136819648514,0.0119150583774803,0.00017681194052458
1.00897181863504,0.996746672833828,0.993614187330961,0.0578909489609711,0.0424983684911523,0.00190420452601335,0.0274223761007617,0.00929437026873461,0.000148930247718826,0.032308799143226,0.0144383806180398,0.000315677064795283,0.038121800279741,0.0316208045602659,0.00104533162954692,0.0130437023058539,0.00617670488850208,5.18568717564994e-05
1.03527263198677,1.01462837235457,1.02958321089276,0.063670739899244,0.0464402710533379,0.00227303056083772,0.0360973704900014,0.020162056097301,0.000508013488493288,0.0352952812629442,0.0229616176737489,0.000601668126671137,0.00801843967227533,0.00499430758748204,2.81050147281889e-05,0.0140418637493855,0.00694469429365911,6.63192906079319e-05
1.0394323150694,1.01713861722805,1.03484411044505,1.01178064208235,0.993400601250681,0.98719950424661,0.0201152533886577,0.0119278607521437,0.000167658917529386,0.0299440731906959,0.0188359277464732,0.000452546272474744,0.0366168200594604,0.0287643992255363,0.000874631689900869,0.0455720843723424,0.0356818415230068,0.00133730576797484
1.00921822634945,0.987101871025704,0.974555985807281,0.0557277563645719,0.0276260795504352,0.00103268797114199,0.0302534677458418,0.00780120148322236,0.000134691359926144,0.0302403746032995,0.0163289472902347,0.000327172421158388,0.0189960057194263,0.0139763897845084,0.00020655500068236,0.0257064795193446,0.0168179022082614,0.000308378808812596
0.958757685965758,0.940524758760918,0.884697095525325,0.032506541737884,0.0164497252600468,0.00037164789780179,0.043005232926863,0.0226536422633611,0.000710311638681647,0.0361046894695625,0.0189642364322992,0.000459472518971983,0.0157462891643149,0.00701406060299027,7.44072128507917e-05,0.0469883925790497,0.0318780344900055,0.00116232970287236
1.00901387076989,0.982851170793915,0.966400378338159,0.0752783911497908,0.0387304101861366,0.00177769027720575,0.0505575038532042,0.0294727133765389,0.00103901202038094,0.0516986829106529,0.0238855308980898,0.000773940514713028,0.0192661886631156,0.0112379160686571,0.000144729953281079,0.0347443832862879,0.0173574120134176,0.000385370918364805
1.03024676596489,1.00946821906391,1.01936564437996,0.0331154227238468,0.0173914952439272,0.000376098676708963,0.0368901258953362,0.0187076596282583,0.000532602553602815,0.0507615568647466,0.0269356920300683,0.000929534991038786,0.0389648566196772,0.027486912451185,0.00081903303814806,0.0363965448214536,0.0204970079371346,0.000517853536455162
1.04123422499906,1.01861883298083,1.03782083531381,1.02118488700405,0.993278262458383,0.986973244191622,0.0595240606514582,0.0388797511221295,0.00161010050522418,0.0346544355668686,0.0157002656882763,0.000346860428445007,0.0166369599874621,0.0104587730177781,0.00013407842948111,0.0286673613365903,0.0169424723491335,0.000335047860637399
1.0574040400494,1.03887582905919,1.07946549426902,1.01254271840522,0.974797522210218,0.950503110307893,0.0340558536757771,0.0192839300330476,0.000458429322119139,0.0249093112449768,0.00928568246646764,0.000133792032547233,0.0352866288930037,0.0159365199520046,0.000364315871642031,0.0406001230001909,0.0235820216061937,0.000675374806893853
1.05162962157728,1.0216823510498,1.04407326934867,0.045612894444865,0.0310788318814476,0.00114586340511206,0.0904526409100518,0.0710669688761405,0.00515434649215446,0.0408928924529436,0.0248657123729335,0.000659833767154741,0.0119307422208061,0.00706015600021153,6.13896667058609e-05,0.0453386423800486,0.0316913798841068,0.00106195494136531
1.03850576945924,1.01557623088855,1.03150876505003,1.04792767271722,1.02582269425304,1.05247666702895,0.0427149760208132,0.0268676876215487,0.000855001516198696,0.0605044269259961,0.0359050944923605,0.00145055563374543,0.0486742310268257,0.0191824729374172,0.000566935131035221,0.0394842301350866,0.0253850504839522,0.000755973841943424
