"V1","V2","V3","V4","V5","V6"
0.171806870838554,0.112206707643428,0.0161425246930634,0.0166786884035333,0.0106854006980964,0.00015009728559902
0.656246578311466,0.277030766269119,0.149994304243776,0.037084728280575,0.0169184412101133,0.000482602607106844
0.050755496671123,0.0364619393191727,0.00160496324577774,0.0850159031794002,0.0460880703692204,0.00312889022157752
0.439974714388893,0.119215911487302,0.0354040444852411,0.0877415426461059,0.0286782905311474,0.00148384036297257
0.135853229694871,0.0349266643173119,0.00316901774337518,0.128639857989788,0.0380581504453913,0.00271046250401425
0.378941515937275,0.0665288436717064,0.0187678360146849,0.101910924440162,0.0413868794020653,0.00281171990918077
0.0543192204724348,0.0543192204724348,0.00295057771273298,0.0450218922741876,0.0450218922741876,0.00202697078394856
0.239133895267465,0.0959215155647408,0.0180379262123673,0.0705587381383393,0.0487410511134762,0.00287490185618187
0.19613155269663,0.0756614738055658,0.0127678262563089,0.0627544390780023,0.0328670133198088,0.00148985360844891
0.0525596895249737,0.0525596895249737,0.00276252096296163,0.127353991743916,0.127353991743916,0.0162190392131095
0.00129297352671598,0.00129297352671598,1.67178054078836e-06,0.0447422067011942,0.0447422067011942,0.00200186506049239
0.34728307132739,0.177824465760507,0.0513584630976403,0.0148012493142513,0.00695350417138796,8.09512017204115e-05
0.462112743055703,0.132902361730577,0.0368442434352169,0.158461315134842,0.0506541619812903,0.00536614251723125
0.221473560960878,0.16817061737271,0.0338527131593801,0.0634648470245557,0.0280037059613789,0.00133167890527528
0.276371820841056,0.0742083860760921,0.0154971700350748,0.180590981687686,0.075863480037704,0.00873200754530585
0.295714838770187,0.0725602091996588,0.0154182080946368,0.0872811302306576,0.039699562188315,0.00272144464635594
0.0107764788353198,0.0107764788353198,0.000116132496088097,0.0322536747155536,0.0322536747155536,0.00104029953265674
0.0301599383548742,0.0291127866559367,0.000848650873554673,0.037728132852712,0.0266494873669466,0.000832931562720316
0.252775669535228,0.060879097318648,0.0109470899705536,0.139707514110646,0.0434805820975416,0.00336719057862334
0.0423260282865562,0.0206066561427386,0.000572414378444223,0.114231479696091,0.0522098734503447,0.00410731540688337
0.294979321341817,0.0676999521772703,0.0125582345474956,0.193236153567898,0.0508489302461828,0.00628744561986411
0.397588429856117,0.187637307864612,0.0604474371864085,0.0685381518032988,0.0388694232896395,0.00213423145245308
0.1452832044642,0.0954066758241997,0.0125462108224774,0.0295179892572589,0.0192380010315979,0.000503441343874063
0.0274013455702238,0.0266393378279917,0.000710234975713089,0.0161497555094459,0.0131238246435399,0.000181391030879627
0.506250770065861,0.506250770065861,0.256289842192278,0.0993326671471179,0.0993326671471179,0.00986697876256011
0.421287642710993,0.310163262227977,0.111037194063116,0.0255779121091706,0.0180102227921877,0.00035366894810185
0.235429607753225,0.13555764697661,0.0271437177152027,0.0364598490109438,0.0154719195282675,0.000404502570363342
0.358070983767287,0.0988362618883212,0.0252521065299841,0.111179721021294,0.0424950874292247,0.00330381909715792
